school_level,district,peer_index,overall_score,environment_score,performance_score,progress_score,additional_credit,num_test_takers,sat_critical_reading_mean,sat_mathematics_mean,sat_writing_mean,sat_flag
High School,1,2.16,40.0,5.0,13.3,21.7,0.0,31.0,391.0,425.0,385.0,1
High School,1,2.24,47.8,5.2,11.4,31.2,0.0,60.0,394.0,419.0,387.0,1
High School,1,2.42,84.0,13.5,22.6,38.9,9.0,69.0,418.0,431.0,402.0,1
High School,1,2.75,90.1,9.8,22.4,45.9,12.0,154.0,314.0,532.0,314.0,1
High School,1,3.55,67.2,8.1,23.7,35.4,0.0,47.0,568.0,583.0,568.0,1
High School,1,2.59,72.4,11.1,17.7,42.1,1.5,35.0,411.0,401.0,401.0,1
High School,1,3.81,60.9,11.4,16.5,33.0,0.0,138.0,630.0,608.0,630.0,1
High School,2,1.67,76.6,11.1,15.6,49.9,0.0,11.0,405.0,415.0,385.0,1
High School,2,2.44,83.9,9.7,21.3,43.9,9.0,50.0,422.0,412.0,407.0,1
High School,2,2.28,84.2,11.8,23.0,43.4,6.0,51.0,382.0,364.0,366.0,1
High School,2,2.28,85.3,10.2,20.7,52.9,1.5,43.0,397.0,415.0,391.0,1
High School,2,2.82,90.9,10.2,21.5,47.2,12.0,71.0,424.0,448.0,423.0,1
High School,2,2.5,66.7,10.8,16.2,38.2,1.5,49.0,405.0,446.0,415.0,1
High School,2,2.16,64.5,10.6,15.4,34.0,4.5,59.0,381.0,373.0,377.0,1
High School,2,2.52,58.3,8.3,15.9,34.1,0.0,48.0,411.0,406.0,411.0,1
High School,2,2.22,86.2,10.7,17.7,51.8,6.0,35.0,409.0,381.0,412.0,1
High School,2,2.36,43.5,10.4,8.4,24.7,0.0,45.0,421.0,419.0,394.0,1
High School,2,2.34,62.8,10.1,17.4,35.3,0.0,52.0,401.0,409.0,391.0,1
High School,2,2.58,63.7,6.4,17.0,37.3,3.0,49.0,395.0,376.0,386.0,1
High School,2,2.78,65.4,8.1,17.1,34.2,6.0,216.0,465.0,480.0,448.0,1
High School,2,2.68,62.4,12.6,9.4,40.4,0.0,42.0,484.0,478.0,472.0,1
High School,2,3.25,71.6,9.3,19.6,42.7,0.0,69.0,495.0,465.0,499.0,1
High School,2,3.45,74.5,10.0,20.0,44.5,0.0,96.0,523.0,583.0,528.0,1
High School,2,3.22,74.9,9.3,25.0,37.6,3.0,108.0,561.0,597.0,567.0,1
High School,2,2.85,76.5,10.4,19.4,40.7,6.0,79.0,475.0,488.0,466.0,1
High School,2,2.97,81.8,6.1,20.9,48.8,6.0,90.0,454.0,448.0,435.0,1
High School,2,3.6,80.7,11.5,22.3,46.9,0.0,122.0,555.0,596.0,567.0,1
High School,2,3.34,76.9,11.9,19.2,42.8,3.0,140.0,512.0,554.0,523.0,1
High School,2,2.24,54.0,8.1,12.4,27.5,6.0,47.0,369.0,370.0,359.0,1
High School,2,2.93,49.1,8.3,15.4,25.4,0.0,250.0,446.0,458.0,440.0,1
High School,2,2.38,58.1,8.2,11.8,33.6,4.5,74.0,419.0,429.0,406.0,1
High School,2,1.94,51.0,8.0,7.5,35.5,0.0,31.0,379.0,356.0,354.0,1
High School,2,3.0,96.6,12.9,20.0,57.7,6.0,90.0,465.0,479.0,472.0,1
High School,2,2.29,53.7,11.6,11.3,29.3,1.5,54.0,367.0,395.0,373.0,1
High School,2,2.52,70.8,13.5,14.5,42.8,0.0,31.0,418.0,463.0,415.0,1
High School,2,2.18,51.6,8.4,7.9,32.3,3.0,163.0,381.0,385.0,368.0,1
High School,2,4.03,72.2,8.9,23.7,39.6,0.0,804.0,674.0,735.0,678.0,1
High School,2,2.79,57.2,6.4,15.8,33.5,1.5,147.0,451.0,503.0,453.0,1
High School,2,1.95,89.3,12.8,17.9,57.1,1.5,31.0,371.0,369.0,368.0,1
High School,2,3.18,74.0,6.4,20.9,43.7,3.0,124.0,465.0,454.0,461.0,1
High School,2,2.47,42.8,5.7,12.1,20.5,4.5,287.0,411.0,439.0,396.0,1
High School,2,2.48,58.5,6.2,19.5,28.3,4.5,88.0,420.0,424.0,398.0,1
High School,2,2.82,73.9,9.6,17.4,43.9,3.0,32.0,415.0,405.0,397.0,1
High School,2,2.32,93.9,12.3,20.9,51.7,9.0,31.0,345.0,380.0,325.0,1
High School,2,2.38,70.3,8.4,16.4,39.5,6.0,74.0,390.0,385.0,387.0,1
High School,2,2.31,55.3,15.0,9.2,31.1,0.0,16.0,404.0,419.0,395.0,1
High School,2,3.14,90.5,9.4,25.0,53.1,3.0,47.0,416.0,612.0,419.0,1
High School,2,2.29,72.4,7.6,16.6,43.7,4.5,32.0,343.0,465.0,362.0,1
High School,2,2.2,80.1,9.9,18.4,44.3,7.5,54.0,372.0,369.0,368.0,1
High School,2,2.56,63.5,8.3,15.9,31.8,7.5,57.0,468.0,441.0,434.0,1
High School,2,2.99,73.2,15.0,19.7,38.5,0.0,34.0,513.0,460.0,502.0,1
High School,2,2.36,32.2,5.4,10.1,13.7,3.0,16.0,400.0,336.0,376.0,1
High School,2,2.44,79.5,12.5,15.0,40.0,12.0,141.0,355.0,475.0,339.0,1
High School,2,2.43,50.7,10.4,12.6,26.2,1.5,79.0,425.0,429.0,419.0,1
High School,2,2.0,68.8,5.9,15.4,44.5,3.0,11.0,429.0,382.0,416.0,1
High School,2,2.74,92.4,7.5,21.7,48.2,15.0,301.0,419.0,420.0,413.0,1
High School,2,2.73,58.8,6.2,14.3,36.8,1.5,37.0,433.0,405.0,417.0,1
High School,2,2.4,55.8,6.1,7.2,38.0,4.5,61.0,393.0,412.0,376.0,1
High School,2,2.2,36.0,4.3,8.4,23.3,1.5,152.0,378.0,387.0,370.0,1
High School,2,2.24,41.5,6.6,5.6,29.3,0.0,125.0,370.0,378.0,360.0,1
High School,2,2.83,61.8,5.4,13.1,35.8,7.5,212.0,427.0,423.0,418.0,1
High School,2,2.26,72.2,6.7,21.6,37.9,6.0,71.0,399.0,389.0,383.0,1
High School,3,2.21,48.0,6.8,8.6,29.6,3.0,23.0,406.0,378.0,391.0,1
High School,3,2.15,67.6,8.0,20.4,33.2,6.0,57.0,364.0,378.0,357.0,1
High School,3,2.19,74.1,9.4,15.1,42.1,7.5,53.0,374.0,363.0,377.0,1
High School,3,2.08,60.0,5.0,20.1,31.9,3.0,68.0,376.0,373.0,371.0,1
High School,3,3.51,74.5,9.3,13.7,48.5,3.0,237.0,573.0,563.0,575.0,1
High School,3,3.64,79.0,7.4,23.1,48.5,0.0,594.0,558.0,555.0,567.0,1
High School,3,2.34,62.2,6.8,14.5,39.4,1.5,60.0,407.0,425.0,397.0,1
High School,3,1.94,56.4,8.2,13.2,32.0,3.0,18.0,410.0,407.0,388.0,1
High School,3,3.26,61.4,11.2,18.3,31.9,0.0,80.0,481.0,525.0,469.0,1
High School,3,2.28,54.1,7.9,18.9,27.3,0.0,33.0,414.0,410.0,406.0,1
High School,4,2.2,55.5,9.7,11.5,31.3,3.0,39.0,390.0,372.0,383.0,1
High School,4,3.1,60.9,6.4,16.2,38.3,0.0,312.0,485.0,531.0,475.0,1
High School,4,2.09,82.6,10.5,18.5,46.1,7.5,46.0,360.0,374.0,362.0,1
High School,4,2.53,72.3,12.9,10.9,47.0,1.5,35.0,362.0,378.0,356.0,1
High School,4,3.05,70.4,12.5,20.2,37.7,0.0,48.0,451.0,445.0,470.0,1
High School,4,2.06,32.7,6.0,6.7,20.0,0.0,39.0,380.0,385.0,354.0,1
High School,4,2.13,50.7,4.3,15.0,29.9,1.5,47.0,369.0,385.0,361.0,1
High School,5,2.15,49.9,8.1,9.4,30.9,1.5,19.0,402.0,394.0,367.0,1
High School,5,2.53,65.5,9.2,19.2,37.1,0.0,63.0,424.0,421.0,410.0,1
High School,5,2.46,70.9,4.7,15.6,46.1,4.5,34.0,349.0,370.0,363.0,1
High School,5,2.43,62.5,7.5,12.9,42.1,0.0,16.0,420.0,369.0,401.0,1
High School,5,3.14,40.6,3.7,11.5,20.9,4.5,216.0,465.0,481.0,466.0,1
High School,5,2.66,63.1,9.0,12.0,39.1,3.0,52.0,423.0,434.0,404.0,1
High School,5,2.03,43.0,6.1,11.2,25.7,0.0,54.0,364.0,378.0,359.0,1
High School,5,3.76,76.2,9.0,22.7,44.5,0.0,106.0,592.0,627.0,575.0,1
High School,6,2.17,87.6,11.7,20.5,47.9,7.5,56.0,383.0,384.0,379.0,1
High School,6,2.26,62.6,8.5,15.0,39.1,0.0,75.0,366.0,376.0,353.0,1
High School,6,2.22,76.9,11.1,19.8,44.5,1.5,106.0,388.0,388.0,378.0,1
High School,6,2.28,66.3,8.8,14.5,40.0,3.0,28.0,385.0,417.0,373.0,1
High School,6,2.89,51.3,6.5,10.6,34.2,0.0,193.0,436.0,451.0,421.0,1
High School,6,2.29,73.3,14.6,21.6,32.6,4.5,60.0,342.0,384.0,333.0,1
High School,7,2.44,89.7,9.2,21.9,52.6,6.0,60.0,399.0,393.0,382.0,1
High School,7,1.66,64.1,11.5,11.5,41.1,0.0,33.0,322.0,335.0,327.0,1
High School,7,2.16,56.1,13.1,12.8,30.2,0.0,15.0,335.0,342.0,372.0,1
High School,7,2.12,73.3,10.5,17.3,42.5,3.0,50.0,372.0,351.0,359.0,1
High School,7,2.11,67.8,10.5,17.3,40.0,0.0,48.0,345.0,352.0,349.0,1
High School,7,2.74,79.3,9.7,16.1,47.5,6.0,66.0,401.0,388.0,396.0,1
High School,7,2.86,66.7,8.5,22.1,30.1,6.0,62.0,460.0,455.0,457.0,1
High School,7,2.08,52.8,10.2,14.5,28.1,0.0,73.0,418.0,429.0,415.0,1
High School,7,2.14,61.8,9.7,15.1,35.5,1.5,55.0,377.0,381.0,379.0,1
High School,7,2.05,45.6,10.7,8.6,26.3,0.0,36.0,382.0,376.0,376.0,1
High School,7,2.56,92.5,11.8,20.8,50.9,9.0,58.0,381.0,423.0,384.0,1
High School,7,2.34,85.0,12.9,23.3,47.3,1.5,51.0,416.0,406.0,435.0,1
High School,7,1.95,49.8,9.2,9.2,31.4,0.0,53.0,367.0,372.0,354.0,1
High School,7,1.7,50.3,4.7,12.0,32.1,1.5,105.0,370.0,385.0,354.0,1
High School,7,2.4,58.4,8.2,13.7,35.0,1.5,81.0,400.0,391.0,387.0,1
High School,8,2.66,53.4,5.0,16.5,28.9,3.0,56.0,395.0,407.0,388.0,1
High School,8,2.23,82.1,10.7,18.1,39.8,13.5,47.0,389.0,375.0,375.0,1
High School,8,1.85,60.3,9.9,13.2,37.2,0.0,31.0,377.0,367.0,368.0,1
High School,8,1.94,66.7,8.7,15.5,39.5,3.0,54.0,359.0,358.0,338.0,1
High School,8,2.12,73.8,13.0,13.9,45.4,1.5,41.0,380.0,389.0,371.0,1
High School,8,2.13,55.1,9.3,10.0,32.8,3.0,34.0,374.0,362.0,366.0,1
High School,8,2.13,52.7,8.0,13.1,31.6,0.0,10.0,416.0,393.0,414.0,1
High School,8,2.22,36.9,5.2,10.6,21.1,0.0,448.0,414.0,433.0,397.0,1
High School,8,2.06,54.8,11.2,14.0,28.1,1.5,36.0,381.0,361.0,352.0,1
High School,8,2.04,52.3,7.5,10.6,34.2,0.0,43.0,373.0,376.0,367.0,1
High School,8,2.06,42.3,10.5,5.7,26.1,0.0,48.0,377.0,382.0,368.0,1
High School,8,1.68,42.8,7.5,10.6,24.7,0.0,29.0,356.0,376.0,368.0,1
High School,8,2.23,35.2,3.7,11.7,19.8,0.0,19.0,373.0,354.0,364.0,1
High School,8,1.91,50.4,7.8,10.6,32.0,0.0,152.0,370.0,377.0,363.0,1
High School,9,1.93,57.6,6.8,13.7,35.6,1.5,46.0,371.0,358.0,343.0,1
High School,9,2.29,58.6,7.3,12.6,37.2,1.5,66.0,391.0,399.0,386.0,1
High School,9,1.67,37.7,7.3,9.0,21.4,0.0,22.0,359.0,380.0,371.0,1
High School,9,2.44,69.2,5.9,18.9,39.9,4.5,44.0,401.0,383.0,387.0,1
High School,9,2.58,89.0,7.9,19.8,53.8,7.5,63.0,395.0,398.0,399.0,1
High School,9,2.95,69.3,9.1,17.7,39.5,3.0,73.0,447.0,495.0,454.0,1
High School,9,2.2,75.6,11.1,21.2,38.8,4.5,90.0,359.0,347.0,356.0,1
High School,9,2.07,45.0,8.0,11.4,25.6,0.0,21.0,362.0,380.0,358.0,1
High School,9,1.83,82.1,8.7,21.1,41.8,10.5,22.0,388.0,352.0,378.0,1
High School,9,2.14,45.2,7.1,7.9,28.7,1.5,46.0,394.0,404.0,389.0,1
High School,9,1.97,73.9,12.8,17.2,36.4,7.5,37.0,335.0,335.0,340.0,1
High School,9,1.88,69.5,10.2,17.2,42.1,0.0,32.0,366.0,373.0,371.0,1
High School,9,1.96,57.9,9.7,12.5,35.7,0.0,35.0,369.0,397.0,366.0,1
High School,9,2.78,67.6,9.5,18.6,36.5,3.0,98.0,423.0,450.0,435.0,1
High School,9,1.75,55.9,10.5,14.0,31.4,0.0,81.0,347.0,353.0,351.0,1
High School,9,2.48,66.6,9.1,17.1,37.4,3.0,87.0,413.0,390.0,420.0,1
High School,9,2.34,60.0,9.1,20.2,30.7,0.0,44.0,399.0,414.0,406.0,1
High School,9,2.12,65.3,10.4,17.1,34.8,3.0,116.0,402.0,397.0,396.0,1
High School,9,1.95,95.8,12.5,25.0,55.3,3.0,26.0,332.0,379.0,337.0,1
High School,10,2.55,75.3,8.9,22.1,41.3,3.0,101.0,475.0,479.0,470.0,1
High School,10,2.26,78.6,10.0,25.0,34.6,9.0,36.0,374.0,402.0,364.0,1
High School,10,2.58,106.3,13.0,25.0,59.3,9.0,53.0,382.0,375.0,363.0,1
High School,10,2.39,82.4,8.4,22.5,44.0,7.5,48.0,373.0,358.0,366.0,1
High School,10,2.06,49.0,10.1,6.9,30.5,1.5,32.0,365.0,382.0,375.0,1
High School,10,1.85,69.4,11.3,17.0,38.1,3.0,40.0,313.0,316.0,296.0,1
High School,10,2.43,59.3,8.4,16.4,31.5,3.0,54.0,404.0,397.0,383.0,1
High School,10,2.18,66.2,15.0,14.9,34.8,1.5,10.0,349.0,346.0,364.0,1
High School,10,2.34,65.2,12.5,9.3,41.9,1.5,46.0,333.0,336.0,285.0,1
High School,10,2.69,60.7,10.3,7.4,35.5,7.5,56.0,418.0,411.0,398.0,1
High School,10,2.04,77.8,10.2,16.5,42.1,9.0,50.0,386.0,385.0,381.0,1
High School,10,2.03,75.3,8.0,17.1,50.2,0.0,65.0,358.0,370.0,346.0,1
High School,10,2.09,82.9,11.4,18.8,48.2,4.5,42.0,377.0,375.0,375.0,1
High School,10,2.13,49.2,6.5,8.1,31.6,3.0,71.0,375.0,385.0,373.0,1
High School,10,1.96,41.5,8.9,9.4,23.2,0.0,57.0,389.0,400.0,382.0,1
High School,10,2.4,48.1,7.2,11.3,26.6,3.0,438.0,425.0,440.0,417.0,1
High School,10,2.75,60.1,7.9,13.7,35.5,3.0,38.0,421.0,432.0,439.0,1
High School,10,3.91,73.8,8.5,23.5,41.8,0.0,683.0,632.0,685.0,643.0,1
High School,10,1.86,45.5,7.3,9.6,25.6,3.0,87.0,364.0,375.0,358.0,1
High School,10,2.69,100.5,10.8,22.2,55.5,12.0,70.0,406.0,429.0,403.0,1
High School,10,2.38,53.3,11.7,11.9,23.7,6.0,50.0,406.0,389.0,388.0,1
High School,10,1.94,91.5,11.4,18.9,53.7,7.5,31.0,340.0,340.0,351.0,1
High School,10,1.92,46.3,7.8,7.0,31.5,0.0,93.0,380.0,385.0,369.0,1
High School,10,3.79,74.9,12.1,23.1,39.7,0.0,74.0,635.0,630.0,619.0,1
High School,11,2.58,93.3,11.8,20.5,56.5,4.5,52.0,363.0,366.0,364.0,1
High School,11,2.26,56.4,8.1,13.2,30.6,4.5,57.0,393.0,363.0,387.0,1
High School,11,2.49,63.5,8.3,18.5,36.7,0.0,70.0,356.0,370.0,355.0,1
High School,11,2.33,55.2,7.2,15.4,32.6,0.0,37.0,373.0,376.0,362.0,1
High School,11,2.35,87.5,8.3,25.0,42.2,12.0,56.0,399.0,402.0,373.0,1
High School,11,2.81,74.3,10.6,17.2,40.5,6.0,90.0,432.0,464.0,424.0,1
High School,11,2.11,85.3,10.8,16.0,49.5,9.0,46.0,369.0,363.0,380.0,1
High School,11,2.17,67.1,10.8,18.5,36.3,1.5,38.0,404.0,400.0,388.0,1
High School,11,1.62,41.8,9.1,9.0,23.7,0.0,114.0,354.0,373.0,350.0,1
High School,11,2.31,59.7,10.3,17.1,30.8,1.5,54.0,419.0,403.0,392.0,1
High School,11,1.71,69.5,9.5,19.3,36.2,4.5,201.0,380.0,384.0,379.0,1
High School,11,2.19,85.6,10.7,23.1,45.8,6.0,43.0,331.0,384.0,341.0,1
High School,11,1.93,60.1,11.8,17.6,30.7,0.0,21.0,359.0,389.0,350.0,1
High School,11,2.0,51.8,9.6,10.3,31.9,0.0,43.0,372.0,359.0,373.0,1
High School,11,2.63,70.8,9.4,19.4,36.0,6.0,92.0,427.0,416.0,424.0,1
High School,11,1.99,86.5,14.4,23.1,44.5,4.5,40.0,359.0,340.0,338.0,1
High School,11,2.03,93.8,8.4,25.0,49.9,10.5,47.0,393.0,395.0,389.0,1
High School,12,1.97,24.1,6.3,3.8,12.5,1.5,24.0,368.0,349.0,358.0,1
High School,12,1.97,91.6,14.5,18.6,52.5,6.0,42.0,340.0,361.0,335.0,1
High School,12,2.06,80.1,8.9,16.9,48.3,6.0,34.0,364.0,364.0,344.0,1
High School,12,1.89,33.2,3.9,9.4,19.9,0.0,41.0,383.0,360.0,387.0,1
High School,12,1.95,69.6,10.4,17.6,34.1,7.5,22.0,415.0,390.0,397.0,1
High School,12,2.17,56.0,9.2,13.6,30.2,3.0,24.0,408.0,400.0,401.0,1
High School,12,2.13,57.9,10.7,12.8,31.4,3.0,12.0,359.0,366.0,359.0,1
High School,12,2.09,76.5,13.2,23.8,38.0,1.5,50.0,291.0,333.0,291.0,1
High School,12,1.75,76.8,13.1,22.4,33.8,7.5,75.0,333.0,326.0,330.0,1
High School,12,1.98,66.4,8.7,16.5,36.7,4.5,58.0,386.0,397.0,383.0,1
High School,12,1.91,49.0,6.5,11.7,30.8,0.0,47.0,355.0,369.0,366.0,1
High School,12,1.84,72.9,8.0,12.7,47.7,4.5,70.0,346.0,341.0,356.0,1
High School,13,2.57,76.4,6.6,20.2,48.1,1.5,46.0,387.0,369.0,369.0,1
High School,13,2.25,65.4,8.7,18.4,36.8,1.5,59.0,394.0,371.0,371.0,1
High School,13,2.36,56.0,9.6,11.8,31.6,3.0,43.0,393.0,356.0,377.0,1
High School,13,2.48,80.5,8.3,16.0,50.2,6.0,104.0,419.0,421.0,409.0,1
High School,13,3.81,61.3,6.5,18.0,36.8,0.0,1047.0,588.0,652.0,581.0,1
High School,13,2.76,72.2,10.0,18.8,35.9,7.5,104.0,414.0,415.0,412.0,1
High School,13,2.2,71.7,5.9,17.3,47.0,1.5,103.0,367.0,361.0,360.0,1
High School,13,2.17,61.2,7.5,19.1,33.1,1.5,40.0,416.0,386.0,408.0,1
High School,13,2.13,76.5,11.5,19.6,42.4,3.0,19.0,403.0,384.0,377.0,1
High School,13,2.47,60.9,10.3,12.6,36.5,1.5,20.0,366.0,380.0,362.0,1
High School,13,3.07,90.2,9.4,20.5,54.3,6.0,50.0,453.0,469.0,441.0,1
High School,13,2.25,45.6,7.2,11.0,27.4,0.0,87.0,390.0,360.0,373.0,1
High School,13,2.27,51.3,8.1,14.6,28.6,0.0,9.0,323.0,281.0,310.0,1
High School,13,3.28,68.8,6.4,17.6,38.8,6.0,168.0,476.0,477.0,445.0,1
High School,14,1.89,57.6,9.7,14.8,33.1,0.0,59.0,362.0,369.0,349.0,1
High School,14,2.06,66.7,6.8,19.0,40.9,0.0,28.0,373.0,377.0,359.0,1
High School,14,2.51,72.1,9.2,19.6,38.8,4.5,70.0,377.0,366.0,365.0,1
High School,14,3.63,60.2,10.7,19.1,30.4,0.0,50.0,536.0,534.0,527.0,1
High School,14,2.3,47.0,7.3,11.6,26.6,1.5,52.0,381.0,381.0,366.0,1
High School,14,2.43,58.1,6.6,11.7,33.8,6.0,102.0,365.0,375.0,373.0,1
High School,14,2.53,40.7,3.8,8.0,27.4,1.5,82.0,385.0,390.0,384.0,1
High School,14,2.54,88.7,8.8,25.0,41.4,13.5,80.0,360.0,390.0,354.0,1
High School,14,2.41,74.1,10.6,22.9,33.1,7.5,44.0,397.0,377.0,387.0,1
High School,14,2.45,100.2,12.6,17.1,60.0,10.5,44.0,399.0,393.0,367.0,1
High School,14,2.64,101.7,13.1,20.9,58.7,9.0,58.0,375.0,386.0,369.0,1
High School,14,2.02,52.5,5.9,14.0,29.6,3.0,73.0,353.0,359.0,340.0,1
High School,14,2.09,92.6,13.0,18.5,53.6,7.5,16.0,375.0,386.0,394.0,1
High School,15,2.24,34.5,6.8,12.6,15.1,0.0,50.0,374.0,365.0,374.0,1
High School,15,2.14,73.7,9.3,25.0,33.4,6.0,63.0,385.0,380.0,375.0,1
High School,15,2.51,51.1,8.6,12.2,28.8,1.5,50.0,406.0,409.0,393.0,1
High School,15,2.34,68.3,7.7,16.9,43.7,0.0,75.0,393.0,372.0,370.0,1
High School,15,2.28,47.3,8.9,15.2,23.2,0.0,65.0,373.0,395.0,368.0,1
High School,15,2.31,67.3,6.2,15.2,44.4,1.5,45.0,402.0,414.0,382.0,1
High School,15,1.93,65.6,8.5,13.0,39.6,4.5,44.0,365.0,358.0,360.0,1
High School,15,2.11,48.8,10.6,10.2,28.0,0.0,9.0,356.0,352.0,343.0,1
High School,15,2.43,70.9,13.3,16.0,40.1,1.5,11.0,363.0,382.0,381.0,1
High School,15,2.03,48.0,7.5,8.3,27.7,4.5,17.0,370.0,348.0,348.0,1
High School,15,2.87,56.5,8.4,10.1,38.0,0.0,71.0,416.0,417.0,425.0,1
High School,15,2.35,49.9,12.6,9.4,27.9,0.0,17.0,387.0,371.0,368.0,1
High School,16,2.44,62.6,6.2,17.9,37.0,1.5,29.0,429.0,421.0,424.0,1
High School,16,1.79,49.4,6.7,8.7,34.0,0.0,143.0,369.0,367.0,366.0,1
High School,16,1.97,78.5,11.7,15.7,48.1,3.0,34.0,367.0,364.0,364.0,1
High School,17,2.51,60.4,5.8,22.7,25.9,6.0,50.0,401.0,412.0,404.0,1
High School,17,2.35,44.6,5.2,14.9,24.5,0.0,31.0,400.0,405.0,399.0,1
High School,17,2.29,49.8,6.9,14.1,28.8,0.0,17.0,381.0,344.0,360.0,1
High School,17,2.15,66.7,13.0,11.2,41.0,1.5,32.0,302.0,339.0,325.0,1
High School,17,2.28,56.2,6.3,15.3,34.6,0.0,81.0,382.0,387.0,381.0,1
High School,17,2.21,78.0,14.0,18.0,40.0,6.0,21.0,357.0,391.0,343.0,1
High School,17,2.26,57.3,6.5,18.1,29.7,3.0,25.0,358.0,378.0,372.0,1
High School,17,2.15,57.1,8.2,14.3,31.6,3.0,71.0,361.0,376.0,365.0,1
High School,17,2.12,86.0,11.2,18.5,51.8,4.5,54.0,371.0,366.0,381.0,1
High School,17,3.23,79.2,11.3,19.2,45.7,3.0,68.0,445.0,425.0,415.0,1
High School,17,2.27,47.7,7.1,15.3,25.3,0.0,49.0,392.0,390.0,381.0,1
High School,17,2.98,82.2,11.4,18.4,49.4,3.0,83.0,412.0,427.0,420.0,1
High School,17,2.45,71.7,11.3,17.7,36.7,6.0,45.0,391.0,396.0,388.0,1
High School,17,2.45,77.3,9.1,22.4,41.3,4.5,37.0,385.0,351.0,381.0,1
High School,17,2.43,66.6,15.0,7.1,41.5,3.0,20.0,356.0,358.0,366.0,1
High School,17,3.32,69.4,7.4,16.2,45.8,0.0,113.0,459.0,482.0,452.0,1
High School,17,2.55,49.4,8.7,12.5,28.2,0.0,282.0,419.0,413.0,411.0,1
High School,17,1.83,55.4,6.5,12.7,36.2,0.0,121.0,355.0,358.0,348.0,1
High School,18,2.19,50.4,7.8,11.3,31.3,0.0,20.0,389.0,358.0,369.0,1
High School,19,2.93,59.2,8.4,14.7,36.1,0.0,61.0,435.0,428.0,414.0,1
High School,19,2.16,56.2,7.9,10.6,37.7,0.0,29.0,376.0,375.0,363.0,1
High School,19,2.22,65.2,8.6,12.6,39.5,4.5,23.0,369.0,372.0,380.0,1
High School,19,2.2,58.0,4.0,20.4,29.1,4.5,49.0,371.0,363.0,356.0,1
High School,19,2.27,67.1,6.9,16.8,38.9,4.5,28.0,370.0,371.0,376.0,1
High School,19,2.51,62.0,7.6,17.0,34.4,3.0,184.0,413.0,419.0,403.0,1
High School,19,2.49,38.9,7.9,8.0,23.0,0.0,50.0,398.0,402.0,378.0,1
High School,19,1.78,58.0,6.4,9.4,39.2,3.0,49.0,355.0,367.0,355.0,1
High School,20,2.35,68.5,9.9,16.2,34.9,7.5,317.0,409.0,471.0,407.0,1
High School,20,2.58,77.4,11.6,19.9,39.9,6.0,221.0,450.0,471.0,440.0,1
High School,20,2.59,69.5,11.0,13.2,36.3,9.0,581.0,416.0,486.0,409.0,1
High School,20,2.29,64.9,9.8,12.0,37.1,6.0,385.0,387.0,492.0,377.0,1
High School,21,2.05,48.2,11.2,5.9,31.1,0.0,35.0,355.0,395.0,355.0,1
High School,21,2.57,59.1,5.3,14.0,33.8,6.0,66.0,422.0,459.0,418.0,1
High School,21,2.36,67.8,9.0,18.2,37.6,3.0,33.0,370.0,427.0,381.0,1
High School,21,2.53,50.8,7.8,8.7,31.3,3.0,379.0,386.0,429.0,385.0,1
High School,21,2.75,70.1,9.8,17.0,34.3,9.0,686.0,472.0,503.0,468.0,1
High School,21,2.65,55.5,5.7,10.0,32.3,7.5,349.0,414.0,465.0,396.0,1
High School,21,2.02,46.0,6.3,12.3,27.4,0.0,56.0,385.0,393.0,361.0,1
High School,21,2.5,70.4,8.6,17.0,34.3,10.5,86.0,426.0,419.0,418.0,1
High School,21,2.32,85.0,11.7,24.8,42.5,6.0,13.0,402.0,351.0,380.0,1
High School,22,3.16,65.8,7.5,17.4,31.9,9.0,725.0,493.0,543.0,491.0,1
High School,22,2.72,59.6,10.9,12.0,30.7,6.0,641.0,449.0,478.0,445.0,1
High School,22,2.21,57.2,8.2,12.0,34.0,3.0,192.0,380.0,416.0,380.0,1
High School,22,3.54,64.5,7.5,14.5,42.5,0.0,239.0,543.0,578.0,559.0,1
High School,22,3.27,74.2,12.5,17.2,44.5,0.0,109.0,459.0,460.0,446.0,1
High School,23,2.25,53.7,9.4,15.1,29.2,0.0,37.0,394.0,372.0,375.0,1
High School,23,2.38,63.9,8.8,18.0,37.1,0.0,50.0,416.0,396.0,414.0,1
High School,23,2.23,69.0,12.6,13.3,43.1,0.0,18.0,347.0,371.0,323.0,1
High School,23,2.21,32.0,4.7,2.7,24.6,0.0,35.0,349.0,329.0,341.0,1
High School,23,2.24,54.2,9.6,18.8,25.8,0.0,12.0,385.0,378.0,391.0,1
High School,23,2.36,76.9,10.3,18.5,45.1,3.0,59.0,396.0,389.0,389.0,1
High School,24,2.82,92.4,9.3,20.9,53.2,9.0,65.0,407.0,432.0,417.0,1
High School,24,2.46,78.1,10.5,20.6,42.5,4.5,67.0,411.0,420.0,407.0,1
High School,24,3.7,76.6,12.1,17.8,46.7,0.0,42.0,545.0,548.0,541.0,1
High School,24,2.35,53.7,8.6,11.2,30.9,3.0,251.0,379.0,427.0,372.0,1
High School,24,2.38,60.0,8.7,10.6,36.2,4.5,269.0,398.0,431.0,391.0,1
High School,24,2.58,65.2,10.1,18.0,34.1,3.0,32.0,386.0,402.0,373.0,1
High School,24,2.63,76.1,14.1,14.2,41.8,6.0,75.0,355.0,428.0,359.0,1
High School,24,2.52,86.9,10.7,15.1,50.6,10.5,127.0,363.0,372.0,363.0,1
High School,24,2.65,51.5,7.5,8.2,32.8,3.0,49.0,420.0,440.0,421.0,1
